GameID,Season,Date,Team,Home/Away,Opp,Outcome,HomeScore,OppScore,TotalScore,ORtg,DRtg,Pace,FTr,3PAr,TS%,TotalReb%,AST%,STL%,BLK%,eFG,TOV%,ORB%,FTperFGA,eFGagainst,TOVagainst,DRB%,FTperFGAallowed
133,2017,1/31/18,ATL,Home,CHO,L,110,123,233,120.9,135.2,91,0.286,0.416,0.635,40.8,66.7,5.5,6.9,0.584,9.4,11.8,0.26,0.606,9.3,67.6,0.156
134,2017,2/2/18,ATL,Away,BOS,L,110,119,229,109.9,118.9,100.1,0.425,0.388,0.579,46.2,61.8,6,6.2,0.494,11.2,10.3,0.388,0.567,10.1,82.1,0.202
135,2017,2/4/18,ATL,Away,NYK,W,99,96,195,104.1,100.9,95.1,0.218,0.379,0.519,47.8,71.4,6.3,4.2,0.489,14.4,28.9,0.161,0.463,13,66,0.096
136,2017,2/6/18,ATL,Home,MEM,W,108,82,190,112.4,85.4,96.1,0.253,0.301,0.585,49.3,69,13.5,8.8,0.554,12.4,22.2,0.193,0.456,22.8,75.7,0.127
137,2017,2/8/18,ATL,Away,ORL,L,98,100,198,100.6,102.6,97.4,0.207,0.345,0.516,56.1,67.6,4.1,12.7,0.494,15.2,24.3,0.138,0.482,12.2,82.2,0.226
138,2017,2/9/18,ATL,Home,CLE,L,107,123,230,110.2,126.7,97.1,0.229,0.53,0.586,49.4,54.1,4.1,7.8,0.542,11.6,14,0.205,0.622,8.5,85.7,0.186
139,2017,2/11/18,ATL,Home,DET,W,118,115,233,119.1,116,99.1,0.474,0.372,0.626,46.7,71.1,10.1,6,0.551,12.1,12.5,0.41,0.536,13.3,72.1,0.313
140,2017,2/13/18,ATL,Away,MIL,L,92,97,189,102.6,108.2,89.6,0.233,0.407,0.485,51,63.6,7.8,9.5,0.453,11.2,29.2,0.163,0.477,9.5,72,0.148
141,2017,2/14/18,ATL,Away,DET,L,98,104,202,100.3,106.4,97.7,0.213,0.371,0.503,47.8,65.8,9.2,8,0.461,10.2,17.8,0.18,0.5,14.5,77.8,0.253
142,2017,2/23/18,ATL,Away,IND,L,93,116,209,88,109.7,105.7,0.232,0.378,0.515,41.2,37.8,8.5,9.6,0.494,19.6,12.5,0.146,0.52,13.7,69.4,0.109
143,2017,2/26/18,ATL,Home,LAL,L,104,123,227,93.9,111.1,110.7,0.354,0.375,0.469,41,58.3,12.6,5.3,0.417,9,14,0.25,0.606,19,76.7,0.156
144,2017,2/28/18,ATL,Home,IND,W,107,102,209,101.7,96.9,105.2,0.31,0.333,0.541,53.3,55.3,12.4,19,0.489,17.5,31.9,0.253,0.483,19.5,75.6,0.167
145,2017,3/2/18,ATL,Home,GSW,L,109,114,223,102.7,107.5,106.1,0.233,0.407,0.575,50,55.3,9.4,4.2,0.529,16.7,8.3,0.209,0.601,16.9,94.1,0.241
146,2017,3/4/18,ATL,Home,PHO,W,113,112,225,107.4,106.5,105.2,0.128,0.351,0.569,54.4,53.5,6.7,7.6,0.548,13.9,20,0.106,0.56,12.4,88.9,0.098
147,2017,3/6/18,ATL,Away,TOR,L,90,106,196,95.9,112.9,93.9,0.263,0.263,0.504,49.4,64.7,8.5,11.5,0.463,19,30,0.2,0.443,10.5,65.3,0.318
148,2017,3/9/18,ATL,Away,IND,L,87,112,199,88.5,113.9,98.3,0.122,0.402,0.503,41.7,61.8,11.2,6.3,0.476,17.2,13,0.11,0.571,14.4,76.3,0.088
149,2017,3/11/18,ATL,Home,CHI,L,122,129,251,123.9,131,98.5,0.268,0.488,0.665,47.2,76.2,2,8.2,0.628,14.1,12.8,0.232,0.577,4.5,74,0.163
150,2017,3/13/18,ATL,Home,OKC,L,107,119,226,112.3,124.9,95.3,0.276,0.356,0.548,55.3,70.3,5.2,9.3,0.5,13.3,31,0.23,0.562,6.5,79.1,0.213
151,2017,3/15/18,ATL,Home,CHO,L,117,129,246,112.6,124.1,103.9,0.289,0.4,0.577,50.5,71.4,4.8,3.7,0.556,9.8,13.3,0.189,0.626,9.1,87,0.23
152,2017,3/17/18,ATL,Away,MIL,L,117,122,239,112.9,117.8,103.6,0.329,0.424,0.601,50,59,6.8,6.6,0.529,16.3,18.6,0.318,0.541,10.7,80,0.337
153,2017,3/20/18,ATL,Away,UTA,W,99,94,193,97.6,92.7,101.4,0.202,0.351,0.484,50.5,55.3,6.9,5.5,0.452,11.3,22,0.149,0.404,13.8,77.4,0.247
154,2017,3/22/18,ATL,Away,SAC,L,90,105,195,94,109.6,95.8,0.214,0.429,0.49,44,57.6,7.3,2.8,0.464,11.5,13.3,0.143,0.516,11.8,73.9,0.097
155,2017,3/23/18,ATL,Away,GSW,L,94,106,200,98.9,111.5,95.1,0.238,0.381,0.506,48.9,64.9,5.3,7.9,0.506,10.6,12.2,0.107,0.516,6.7,79.6,0.108
156,2017,3/25/18,ATL,Away,HOU,L,99,118,217,101,120.3,98.1,0.125,0.455,0.533,50,46.2,5.1,5.3,0.506,12.3,15.2,0.114,0.6,10.4,86.4,0.111
157,2017,3/28/18,ATL,Away,MIN,L,114,126,240,111.1,122.8,102.6,0.299,0.351,0.654,50,63.4,9.7,3.3,0.617,18.7,11.8,0.247,0.606,11.6,82.5,0.189
158,2017,3/30/18,ATL,Home,PHI,L,91,101,192,86.3,95.8,105.4,0.149,0.386,0.423,52.7,66.7,8.5,7,0.401,12.9,25.4,0.099,0.484,13,83,0.095
159,2017,4/1/18,ATL,Home,ORL,W,94,88,182,101,94.6,93,0.012,0.424,0.55,55.9,80.5,0,5,0.547,14.1,14.3,0.012,0.396,4.7,81,0.125
160,2017,4/3/18,ATL,Away,MIA,L,98,101,199,101.6,104.7,96.5,0.17,0.375,0.518,51.6,64.9,10.4,1.7,0.494,13.7,25.5,0.125,0.495,12.6,77.1,0.121
161,2017,4/4/18,ATL,Home,MIA,L,86,115,201,85.7,114.6,100.4,0.189,0.333,0.441,47.1,60.6,5,10.7,0.417,13.3,18.5,0.122,0.537,9.8,79.2,0.149
162,2017,4/6/18,ATL,Away,WAS,W,103,97,200,104.2,98.2,98.8,0.291,0.418,0.578,52.6,63.2,5.1,8.1,0.551,16.8,16.3,0.203,0.454,11,82.7,0.207
163,2017,4/8/18,ATL,Away,BOS,W,112,106,218,117.9,111.6,95,0.163,0.407,0.608,47.4,53.5,7.4,6.8,0.587,12.4,13.9,0.128,0.567,11.7,76.2,0.159
164,2017,4/10/18,ATL,Home,PHI,L,113,121,234,105.9,113.3,106.8,0.265,0.378,0.516,41.9,65.9,9.4,6,0.485,8.4,15.7,0.184,0.592,15.2,73.8,0.207
165,2018,10/17/18,ATL,Away,NYK,L,107,126,233,94.3,111,113.5,0.2,0.4,0.546,49.5,46.3,6.2,4.5,0.511,19.7,16.3,0.167,0.515,11.8,79.2,0.242
166,2018,10/19/18,ATL,Away,MEM,L,117,131,248,110.4,123.6,106,0.434,0.361,0.592,49.4,65.9,8.5,9.1,0.578,16.1,24.4,0.253,0.623,13.8,80.6,0.37
167,2018,10/21/18,ATL,Away,CLE,W,133,111,244,125.5,104.7,106,0.194,0.48,0.625,47.3,66.7,8.5,9.7,0.602,10.1,20.9,0.153,0.515,14.6,70,0.091
168,2018,10/24/18,ATL,Home,DAL,W,111,104,215,102.7,96.2,108.1,0.341,0.418,0.53,50.9,75.7,5.5,11.8,0.489,12.5,18.9,0.242,0.484,14.2,83,0.176
169,2018,10/27/18,ATL,Home,CHI,L,85,97,182,83.6,95.3,101.7,0.274,0.476,0.452,48,74.1,8.8,16,0.393,18.9,20,0.226,0.506,18.2,82.2,0.157
170,2018,10/29/18,ATL,Away,PHI,L,92,113,205,87.2,107.1,105.5,0.223,0.394,0.446,42.3,57.1,9.5,5.8,0.415,11.2,17.2,0.149,0.485,15.1,69.8,0.172
171,2018,10/30/18,ATL,Away,CLE,L,114,136,250,107.8,128.6,105.7,0.207,0.427,0.637,44.8,56.8,5.7,12.3,0.628,19.7,14.6,0.134,0.572,10.7,71.7,0.367
172,2018,11/1/18,ATL,Home,SAC,L,115,146,261,101.9,129.4,112.9,0.391,0.356,0.564,48.3,61.9,5.3,9.5,0.529,17.7,21.7,0.264,0.612,11.1,76.7,0.265
173,2018,11/3/18,ATL,Home,MIA,W,123,118,241,122.4,117.4,100.5,0.261,0.364,0.627,47.4,71.7,10.9,15.6,0.597,14,22.2,0.205,0.576,15,69,0.235
174,2018,11/6/18,ATL,Away,CHO,L,102,113,215,94.5,104.6,108,0.212,0.353,0.549,46.3,53.7,12,14.8,0.518,19.1,16.7,0.165,0.56,17.4,78.9,0.109
175,2018,11/7/18,ATL,Home,NYK,L,107,112,219,105.4,110.3,101.5,0.315,0.413,0.511,48.4,70.3,4.9,19.1,0.462,14,28.8,0.239,0.513,14.1,73.2,0.429
176,2018,11/9/18,ATL,Home,DET,L,109,124,233,105.9,120.5,102.9,0.506,0.354,0.564,54.6,47.2,5.8,4,0.5,14.2,20.9,0.38,0.577,8.7,81.5,0.124
177,2018,11/11/18,ATL,Away,LAL,L,106,107,213,102,103,103.9,0.137,0.389,0.526,47.8,61,10.6,7.4,0.5,14.4,24.4,0.116,0.5,17.7,66.7,0.163
178,2018,11/13/18,ATL,Away,GSW,L,103,110,213,106.4,113.6,96.8,0.169,0.36,0.539,46.7,62.5,9.3,3.1,0.517,12.8,22.2,0.124,0.495,11.5,71.1,0.22
179,2018,11/15/18,ATL,Away,DEN,L,93,138,231,87.6,130,106.2,0.293,0.457,0.448,43.4,62.5,6.6,7.9,0.397,15.5,25,0.217,0.633,12.5,71.8,0.202
180,2018,11/17/18,ATL,Away,IND,L,89,97,186,82.8,90.3,107.4,0.31,0.333,0.45,43.6,64.5,14,10.5,0.402,15.4,10.4,0.218,0.471,18.6,78.3,0.172
181,2018,11/19/18,ATL,Home,LAC,L,119,127,246,111.1,118.5,107.1,0.188,0.376,0.544,49.5,64.4,5.6,10,0.505,11.3,30.2,0.168,0.484,11.7,70,0.398
182,2018,11/21/18,ATL,Home,TOR,L,108,124,232,108.3,124.3,99.7,0.194,0.387,0.535,38.2,57.1,10,11.5,0.505,8.2,18,0.151,0.594,14.5,64.1,0.189
183,2018,11/23/18,ATL,Home,BOS,L,96,114,210,90,106.9,106.6,0.358,0.432,0.512,48.2,62.9,8.4,13.7,0.469,17.6,12.2,0.247,0.533,13.8,83.3,0.187
184,2018,11/25/18,ATL,Home,CHO,W,124,123,247,122,121,101.6,0.117,0.415,0.627,49.4,68,4.9,19.1,0.617,13.2,22,0.085,0.543,8.7,76.2,0.25
185,2018,11/27/18,ATL,Away,MIA,W,115,113,228,107.8,105.9,106.7,0.4,0.388,0.611,51.7,57.9,12.2,14.3,0.55,20.3,23.8,0.338,0.534,16.6,76.6,0.23
186,2018,11/28/18,ATL,Away,CHO,L,94,108,202,90.4,103.8,104,0.237,0.473,0.458,55.1,62.5,10.6,12.7,0.403,15.6,29.1,0.204,0.482,12.4,88.4,0.337
187,2018,11/30/18,ATL,Away,OKC,L,109,124,233,101.4,115.3,107.5,0.208,0.375,0.52,47.7,60.5,14,6.4,0.505,16.7,26.4,0.125,0.625,17.5,80,0.159
188,2018,12/3/18,ATL,Home,GSW,L,111,128,239,105.2,121.3,105.5,0.267,0.289,0.552,47.3,52.3,9.5,6.9,0.517,15.2,21.4,0.2,0.665,17.9,81.3,0.232
189,2018,12/5/18,ATL,Home,WAS,L,117,131,248,105.8,118.5,110.6,0.337,0.413,0.554,46.7,68.3,11.8,7,0.511,13.9,17.8,0.25,0.547,12.1,74.5,0.284
190,2018,12/8/18,ATL,Home,DEN,W,106,98,204,99.5,92,106.6,0.172,0.452,0.53,51.5,82.5,8.4,18,0.511,15.2,19.6,0.118,0.418,12.4,79.2,0.175
191,2018,12/12/18,ATL,Away,DAL,L,107,114,221,105.6,112.5,101.3,0.151,0.355,0.54,55,48.8,6.9,4.9,0.522,17.5,33.3,0.108,0.547,13,87.5,0.427
192,2018,12/14/18,ATL,Away,BOS,L,108,129,237,101.4,121.1,106.5,0.372,0.442,0.54,48.4,75,9.4,8.9,0.512,19.3,32,0.233,0.584,16.8,68.3,0.189
193,2018,12/16/18,ATL,Away,BRK,L,127,144,271,125.4,142.2,101.2,0.294,0.341,0.661,45.8,80.9,8.9,10.4,0.635,12.7,21.6,0.224,0.648,11.3,71.4,0.341
194,2018,12/18/18,ATL,Home,WAS,W,118,110,228,114.7,107,102.8,0.494,0.405,0.614,57,62.2,3.9,11.6,0.544,19.3,31.7,0.405,0.512,13.2,80,0.301
195,2018,12/21/18,ATL,Away,NYK,W,114,107,221,113.3,106.4,100.6,0.264,0.319,0.561,60.7,67.4,4,1.8,0.527,13.6,32.6,0.198,0.536,11.3,90.7,0.202
196,2018,12/23/18,ATL,Away,DET,W,98,95,193,96.3,93.4,101.8,0.275,0.253,0.48,56.8,66.7,8.8,16.7,0.429,13.6,29.4,0.22,0.47,14.4,88.6,0.205
197,2018,12/26/18,ATL,Home,IND,L,121,129,250,118.3,126.1,102.3,0.202,0.404,0.624,51.3,73.3,7.8,10.7,0.601,16.4,27.5,0.157,0.633,14.1,75,0.289
198,2018,12/28/18,ATL,Away,MIN,W,123,120,243,110.9,108.2,100.5,0.2,0.35,0.565,55.2,68.1,9,9.1,0.55,17.5,35.4,0.13,0.505,10.9,71.9,0.214
199,2018,12/29/18,ATL,Home,CLE,W,111,108,219,111.3,108.3,99.8,0.255,0.378,0.509,54.6,62.8,7,6.5,0.49,10.7,33.3,0.153,0.5,10.9,78.3,0.271
200,2018,12/31/18,ATL,Away,IND,L,108,116,224,111.4,119.7,96.9,0.2,0.337,0.522,57.6,58.5,8.3,8.3,0.5,14.1,40.4,0.137,0.565,10.2,80,0.25
201,2018,1/2/19,ATL,Away,WAS,L,98,114,212,98.4,114.4,99.6,0.137,0.326,0.486,51,65,5,9.5,0.474,12.2,25.5,0.084,0.527,8.9,78.7,0.185
202,2018,1/4/19,ATL,Away,MIL,L,112,144,256,99.8,128.3,112.3,0.412,0.482,0.558,36.5,70.3,9.8,5,0.518,17.3,10.6,0.282,0.62,11.1,68.4,0.2
203,2018,1/6/19,ATL,Home,MIA,W,106,82,188,108.9,84.2,97.3,0.143,0.264,0.548,59,58.1,7.2,3.8,0.527,14.9,32.6,0.11,0.385,11.6,78.9,0.172
204,2018,1/8/19,ATL,Away,TOR,L,101,104,205,97.3,100.2,103.8,0.184,0.31,0.537,56.2,55,11.6,4.2,0.517,21.7,28.3,0.126,0.525,16.4,86,0.25
205,2018,1/9/19,ATL,Away,BRK,L,100,116,216,95.4,110.7,104.8,0.253,0.354,0.455,49.1,47.2,7.6,9.2,0.394,14.7,33.3,0.222,0.505,14.5,65.4,0.211
206,2018,1/11/19,ATL,Away,PHI,W,123,121,244,125.4,123.3,98.1,0.333,0.309,0.662,59.5,60,7.1,7.4,0.63,18.4,44.1,0.259,0.58,13.2,72.5,0.23
207,2018,1/13/19,ATL,Home,MIL,L,114,133,247,103.4,120.7,110.2,0.313,0.396,0.522,58.1,48.7,2.7,8.1,0.469,18,36.7,0.25,0.592,11.6,81.8,0.261
208,2018,1/15/19,ATL,Home,OKC,W,142,126,268,135.4,120.2,104.9,0.178,0.411,0.732,52.4,64.3,7.6,6.5,0.722,15.6,28.6,0.133,0.505,9.7,69.4,0.33
209,2018,1/19/19,ATL,Home,BOS,L,105,113,218,103.8,111.7,101.1,0.152,0.446,0.535,53.3,70,7.9,10.7,0.5,16.9,28.9,0.141,0.511,13.2,76.6,0.261
210,2018,1/21/19,ATL,Home,ORL,L,103,122,225,103.7,122.8,99.3,0.267,0.349,0.536,49.4,59,5,4.8,0.506,11.9,20,0.186,0.566,9.9,79.5,0.209
211,2018,1/23/19,ATL,Away,CHI,W,121,101,222,123.7,103.3,97.8,0.233,0.444,0.61,58,68.9,11.2,3.8,0.583,14.6,34.8,0.178,0.494,14.2,83.3,0.291
212,2018,1/26/19,ATL,Away,POR,L,111,120,231,111.8,120.8,99.3,0.217,0.359,0.551,43.4,57.1,9.1,13.5,0.522,9,20,0.163,0.567,15.9,71.1,0.329
213,2018,1/28/19,ATL,Away,LAC,W,123,118,241,125.5,120.4,98,0.333,0.391,0.616,53.7,63.6,7.1,10.3,0.563,14.6,37.5,0.287,0.541,14.1,69,0.306
214,2018,1/30/19,ATL,Away,SAC,L,113,135,248,107.4,128.3,105.2,0.291,0.535,0.582,40.4,63.2,6.7,4.7,0.535,17.1,19.1,0.244,0.601,11.5,64.3,0.162
215,2018,2/1/19,ATL,Away,UTA,L,112,128,240,106.2,121.4,105.4,0.245,0.469,0.516,44,59,10.4,7.7,0.469,9.2,16.7,0.204,0.598,13,74.4,0.276
216,2018,2/2/19,ATL,Away,PHO,W,118,112,230,115.9,110,101.8,0.31,0.381,0.618,58.9,48.8,5.9,7.8,0.595,20.1,37.2,0.214,0.531,8.8,78.7,0.104
217,2018,2/4/19,ATL,Away,WAS,W,137,129,266,136.4,128.5,100.4,0.319,0.44,0.66,55.6,63,7,3.4,0.615,10.4,34.1,0.275,0.557,6.8,73.5,0.216
218,2018,2/7/19,ATL,Home,TOR,L,101,119,220,104.2,122.7,96.9,0.313,0.438,0.555,45.7,69.4,5.2,6.4,0.55,15.7,17.4,0.163,0.534,7.3,73.9,0.299
219,2018,2/9/19,ATL,Home,CHO,L,120,129,249,122.2,131.4,98.2,0.221,0.384,0.636,49.3,56.5,10.2,6.5,0.616,16,27,0.163,0.653,11.9,72.2,0.159
220,2018,2/10/19,ATL,Home,ORL,L,108,124,232,112.9,129.6,95.7,0.313,0.4,0.593,40.2,73,5.2,11.1,0.544,10.8,11.6,0.263,0.544,7.2,71.8,0.275
221,2018,2/12/19,ATL,Home,LAL,W,117,113,230,105.1,101.5,111.4,0.283,0.457,0.566,51.6,72.5,7.2,10.9,0.522,16.2,15,0.228,0.505,12.4,80.4,0.179
222,2018,2/14/19,ATL,Home,NYK,L,91,106,197,93.8,109.3,97,0.209,0.418,0.458,44.1,57.6,8.2,7.5,0.418,10.8,19.6,0.165,0.524,12.8,73.8,0.214
223,2018,2/22/19,ATL,Home,DET,L,122,125,247,118.6,121.5,102.9,0.216,0.477,0.633,51.6,48.8,5.8,7.3,0.602,15.7,22.7,0.182,0.563,6.9,78.7,0.189
224,2018,2/23/19,ATL,Home,PHO,W,120,112,232,113.8,106.2,105.4,0.413,0.359,0.552,54.9,57.9,7.6,16.1,0.478,10.7,25.5,0.348,0.511,10.5,86.4,0.183
225,2018,2/25/19,ATL,Away,HOU,L,111,119,230,115.4,123.7,96.2,0.288,0.475,0.616,52.6,53.8,6.2,15.4,0.594,15.9,28.6,0.2,0.517,10.4,72.1,0.289
226,2018,2/27/19,ATL,Home,MIN,W,131,123,254,117.6,110.5,100.8,0.296,0.269,0.537,58,69.6,0.9,9.4,0.481,8.9,32.1,0.25,0.49,4.9,83.9,0.225
227,2018,3/1/19,ATL,Home,CHI,L,161,168,329,112.9,117.9,100.6,0.203,0.488,0.601,48.8,54.1,7.7,11.3,0.585,13,15,0.138,0.559,10.2,82,0.294
228,2018,3/3/19,ATL,Away,CHI,W,123,118,241,119.9,115,102.6,0.315,0.472,0.607,52.3,71.4,9.7,7.7,0.59,11.4,25,0.202,0.554,12.1,79.5,0.174
229,2018,3/4/19,ATL,Away,MIA,L,113,114,227,115.8,116.8,97.6,0.275,0.505,0.554,51.2,65.8,9.2,3.6,0.511,12.1,32.7,0.22,0.614,16.7,78.8,0.215
230,2018,3/6/19,ATL,Home,SAS,L,104,111,215,99.7,106.4,104.4,0.261,0.467,0.507,49,58.3,7.7,3.6,0.462,12,20.4,0.207,0.551,14.2,85.7,0.146
231,2018,3/9/19,ATL,Home,BRK,L,112,114,226,106,107.9,105.7,0.305,0.39,0.47,51.4,56.4,6.6,4.8,0.41,7.7,31.6,0.248,0.471,11.3,72.2,0.384
232,2018,3/10/19,ATL,Home,NOP,W,128,116,244,122.4,110.9,104.6,0.184,0.378,0.604,57.1,62.5,3.8,8.3,0.577,7.8,21.3,0.153,0.535,7.1,90.2,0.079
233,2018,3/13/19,ATL,Home,MEM,W,132,111,243,130.6,109.8,101.1,0.136,0.437,0.605,59.3,67.3,8.9,18.4,0.587,9.2,36.6,0.107,0.506,12.2,80,0.236
234,2018,3/16/19,ATL,Away,BOS,L,120,129,249,112.6,121,106.6,0.24,0.4,0.543,52.1,62.8,10.3,8.8,0.505,13.3,35.2,0.19,0.543,11.4,73.8,0.301
235,2018,3/17/19,ATL,Away,ORL,L,91,101,192,88.4,98.1,103,0.11,0.385,0.477,47.6,52.6,7.8,6.3,0.462,15.9,15.1,0.077,0.441,12.3,80.8,0.306
236,2018,3/19/19,ATL,Home,HOU,L,105,121,226,106.4,122.6,98.7,0.179,0.476,0.579,54.9,76.9,6.1,3.2,0.554,17.3,20.5,0.143,0.635,13.3,86,0.282
237,2018,3/21/19,ATL,Home,UTA,W,117,114,231,113.8,110.9,102.8,0.264,0.46,0.602,46.7,63.4,7.8,8.1,0.58,14.1,20.5,0.184,0.511,12.5,70.8,0.191
238,2018,3/23/19,ATL,Home,PHI,W,129,127,256,120.9,119,106.7,0.198,0.443,0.56,48.5,57.1,7.5,10.3,0.533,9.4,28.3,0.151,0.516,10.7,70.8,0.363
239,2018,3/26/19,ATL,Away,NOP,W,130,120,250,115.1,106.2,112.9,0.268,0.526,0.599,47.7,68.2,11.5,8.2,0.552,12.9,19.6,0.237,0.542,19.3,80,0.361
240,2018,3/29/19,ATL,Home,POR,L,98,118,216,97.2,117,100.8,0.149,0.404,0.489,42.7,52.6,5,10.9,0.452,9.1,15.1,0.138,0.516,7.8,76.7,0.198
241,2018,3/31/19,ATL,Home,MIL,W,136,135,271,116.3,115.5,105.9,0.144,0.517,0.542,45,69.2,8.6,16.4,0.534,6.7,23.4,0.085,0.487,11.3,66.2,0.19
242,2018,4/2/19,ATL,Away,SAS,L,111,117,228,110,116,100.9,0.213,0.362,0.54,48.9,60.5,12.9,4,0.521,9.7,21.2,0.138,0.613,15.1,88.9,0.238
243,2018,4/3/19,ATL,Home,PHI,W,130,122,252,128,120.2,101.5,0.304,0.391,0.623,43.6,60.4,6.9,10.4,0.587,9.5,26.2,0.239,0.51,10.2,55.9,0.224
244,2018,4/5/19,ATL,Away,ORL,L,113,149,262,101.9,134.4,110.9,0.33,0.415,0.525,41.3,51.2,14.4,7.3,0.489,11.5,18.2,0.223,0.707,15.6,75.7,0.207
245,2018,4/7/19,ATL,Away,MIL,L,107,115,222,99.3,106.8,107.7,0.19,0.45,0.494,44,62.5,1.9,6,0.485,9.2,15.3,0.1,0.489,11.7,78,0.286
246,2018,4/10/19,ATL,Home,IND,L,134,135,269,124.4,125.3,107.7,0.369,0.398,0.56,58.7,67.4,4.6,10.3,0.5,12.4,42.3,0.301,0.52,6.5,75,0.337
247,2019,10/24/19,ATL,Away,DET,W,117,100,217,120.9,103.3,96.8,0.244,0.36,0.614,51.9,61.4,9.3,4.2,0.576,12,21.1,0.209,0.471,12.1,79.1,0.235
248,2019,10/26/19,ATL,Home,ORL,W,103,99,202,104.2,100.2,98.8,0.179,0.357,0.568,53.1,51.2,5.1,13.2,0.565,16.6,23.7,0.095,0.379,8.3,71.7,0.242
249,2019,10/28/19,ATL,Home,PHI,L,103,105,208,96.1,98,107.2,0.381,0.321,0.525,47.9,63.9,11.2,6.4,0.482,17.6,17.8,0.262,0.483,17.5,75.5,0.227
250,2019,10/29/19,ATL,Away,MIA,L,97,112,209,95,109.6,102.1,0.289,0.47,0.518,40.2,80,13.7,16.7,0.488,17.6,20,0.193,0.541,21.9,64.9,0.452
251,2019,10/31/19,ATL,Home,MIA,L,97,106,203,101.8,111.2,95.3,0.295,0.386,0.488,54.9,55.6,5.2,10.6,0.449,13.9,33.3,0.205,0.56,12.3,79.1,0.143
252,2019,11/5/19,ATL,Home,SAS,W,108,100,208,105.1,97.3,102.8,0.178,0.333,0.556,53.9,51.2,8.8,8.6,0.539,15.6,23.1,0.122,0.462,12.9,78,0.176
253,2019,11/6/19,ATL,Home,CHI,L,93,113,206,89.5,108.8,103.9,0.473,0.405,0.52,48.8,60,6.7,6.1,0.446,21.2,14.3,0.365,0.579,15.3,83.3,0.22
254,2019,11/8/19,ATL,Home,SAC,L,109,121,230,120.8,134.1,90.2,0.161,0.322,0.585,48.6,50,8.9,13.3,0.58,11.4,28.9,0.092,0.671,14,71.9,0.25
255,2019,11/10/19,ATL,Away,POR,L,113,124,237,98.2,107.8,104.2,0.24,0.394,0.491,44,50,9.6,11.8,0.457,12.2,19.6,0.173,0.49,12.8,69.8,0.212
256,2019,11/12/19,ATL,Away,DEN,W,125,121,246,127.6,123.6,97.9,0.41,0.41,0.638,52.9,68.2,1,7.9,0.62,12.5,28.6,0.265,0.495,2.6,70,0.173
257,2019,11/14/19,ATL,Away,PHO,L,112,128,240,101.9,116.5,109.9,0.33,0.341,0.537,55.7,62.5,13.7,10.9,0.484,17.4,31.9,0.264,0.571,16.4,82.9,0.365
258,2019,11/16/19,ATL,Away,LAC,L,101,150,251,92.1,136.9,109.6,0.411,0.267,0.475,41.8,55.9,10,16.7,0.411,15.2,25.5,0.3,0.629,14.9,66.7,0.355
259,2019,11/17/19,ATL,Away,LAL,L,101,122,223,100,120.8,101,0.291,0.326,0.521,46.8,43.2,10.9,3.7,0.477,15.7,22,0.221,0.612,14.3,73.7,0.146
260,2019,11/20/19,ATL,Home,MIL,L,127,135,262,114.4,121.6,111,0.323,0.323,0.579,48.3,61.4,7.2,4.5,0.531,10.6,19.1,0.26,0.626,15.7,81,0.299
261,2019,11/22/19,ATL,Away,DET,L,103,128,231,104.8,130.2,98.3,0.193,0.42,0.539,44.7,68.4,12.2,4.2,0.489,16.6,25,0.193,0.701,16.5,66.7,0.159
262,2019,11/23/19,ATL,Home,TOR,L,116,119,235,116,119,100,0.122,0.378,0.612,47.5,68.1,9,13.7,0.6,13.7,21.1,0.089,0.528,12.9,71.4,0.295
263,2019,11/25/19,ATL,Home,MIN,L,113,125,238,107.1,118.5,105.5,0.277,0.34,0.536,47.2,63.4,5.7,7.3,0.489,13.9,21.4,0.223,0.539,10.9,70.2,0.311
264,2019,11/27/19,ATL,Away,MIL,L,102,111,213,99.4,108.2,102.6,0.234,0.362,0.492,51,57.9,3.9,9.3,0.463,14.1,27.5,0.16,0.534,12.3,77.8,0.193
265,2019,11/29/19,ATL,Away,IND,L,104,105,209,96.4,97.3,97.7,0.2,0.356,0.531,53.3,35.9,9.3,4.5,0.483,19.7,23.3,0.189,0.457,12.6,80.9,0.228
266,2019,11/30/19,ATL,Away,HOU,L,111,158,269,108.2,154,102.6,0.281,0.517,0.555,35.8,68.4,4.9,5.3,0.511,11.5,17,0.225,0.725,12.6,61.8,0.326
267,2019,12/2/19,ATL,Home,GSW,W,104,79,183,113.1,85.9,92,0.169,0.326,0.544,45.2,51.2,14.1,6.1,0.506,12.8,28.2,0.157,0.416,20.7,60,0.12
268,2019,12/4/19,ATL,Home,BRK,L,118,130,248,114.5,126.2,103,0.233,0.289,0.595,39.8,50,7.8,12.9,0.583,13.9,20.5,0.144,0.564,12.1,59.1,0.158
269,2019,12/8/19,ATL,Away,CHO,W,122,107,229,125,109.6,97.6,0.187,0.495,0.619,52.2,63.6,8.2,13.6,0.582,11.7,26.2,0.176,0.461,9.7,74,0.267
270,2019,12/10/19,ATL,Away,MIA,L,121,135,256,110,122.7,99.7,0.189,0.568,0.588,41.1,66.7,3.6,9.7,0.579,9.7,8.3,0.116,0.583,8.9,78.6,0.146
271,2019,12/11/19,ATL,Away,CHI,L,102,136,238,96.4,128.5,105.9,0.313,0.458,0.54,49.4,74.3,6.6,7.1,0.5,19.6,22.2,0.229,0.633,11.3,81.6,0.181
